doc_id,remote_path,file_name,pb_folder,source_folder
f61657e4868a,1 - Climate Change/SDG14/Methane as a diagnostic tracer of changes in the Brewer–Dobson circulation of the stratosphere.pdf,Methane as a diagnostic tracer of changes in the Brewer–Dobson circulation of the stratosphere.pdf,1 - Climate Change,SDG14
df3d1c6eef8e,"2 - Ocean Acidification/No SDG/temp_batch/Phylogenetic Analysis of Thecosomata Blainville, 1824 (Holoplanktonic Opisthobranchia) Using Morphological and Molecular Data.pdf","Phylogenetic Analysis of Thecosomata Blainville, 1824 (Holoplanktonic Opisthobranchia) Using Morphological and Molecular Data.pdf",2 - Ocean Acidification,No SDG
0d43ff527707,5 - Global Freshwater Use/No SDG/Abrupt cooling over the North Atlantic in modern climate models.pdf,Abrupt cooling over the North Atlantic in modern climate models.pdf,5 - Global Freshwater Use,No SDG
e65bd228062a,6 - Land System Change/No SDG/temp_batch/Toxicity of lunar dust assessed in inhalation-exposed rats.pdf,Toxicity of lunar dust assessed in inhalation-exposed rats.pdf,6 - Land System Change,No SDG
1de2fc1d31a3,8 - Novel Entities/No SDG/Evolution of anti-predator traits in response to a flexible targeting strategy by predators.pdf,Evolution of anti-predator traits in response to a flexible targeting strategy by predators.pdf,8 - Novel Entities,No SDG
215e8640e625,"6 - Land System Change/No SDG/‘Formiguers’, a historical system of soil fertilization (and biochar production_).pdf","‘Formiguers’, a historical system of soil fertilization (and biochar production_).pdf",6 - Land System Change,No SDG
699920209adf,1 - Climate Change/SDG9/temp_batch/Transport properties of 3D printed cementitious materials with prolonged time gap between successive layers.pdf,Transport properties of 3D printed cementitious materials with prolonged time gap between successive layers.pdf,1 - Climate Change,SDG9
8ccdad9c005d,8 - Novel Entities/No SDG/How to deal with the loss in plasmonics and metamaterials.pdf,How to deal with the loss in plasmonics and metamaterials.pdf,8 - Novel Entities,No SDG
6d96c1ac2146,1 - Climate Change/SDG6/High time resolution measurements of precipitable water vapor from propagation delay of GPS satellite signals.pdf,High time resolution measurements of precipitable water vapor from propagation delay of GPS satellite signals.pdf,1 - Climate Change,SDG6
b5c221282295,3 - Stratospheric Ozone Depletion/No SDG/Airborne lidar observation of mountain‐wave‐induced polar stratospheric clouds during EASOE.pdf,Airborne lidar observation of mountain‐wave‐induced polar stratospheric clouds during EASOE.pdf,3 - Stratospheric Ozone Depletion,No SDG
d1aaadcb4338,"2 - Ocean Acidification/No SDG/temp_batch/Late Pleistocene pteropods, heteropods and planktonic foraminifera from the Caribbean Sea, Mediterranean Sea and Indian Ocean.pdf","Late Pleistocene pteropods, heteropods and planktonic foraminifera from the Caribbean Sea, Mediterranean Sea and Indian Ocean.pdf",2 - Ocean Acidification,No SDG
a6412b8b444a,3 - Stratospheric Ozone Depletion/No SDG/Fate and distribution modelling of metals in life cycle impact assessment.pdf,Fate and distribution modelling of metals in life cycle impact assessment.pdf,3 - Stratospheric Ozone Depletion,No SDG
882ca05e83ba,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Accommodating the interests of developing countries in the climate change regime_ Lessons from the ozone layer regime.pdf,Accommodating the interests of developing countries in the climate change regime_ Lessons from the ozone layer regime.pdf,3 - Stratospheric Ozone Depletion,No SDG
6b2890fecfa3,1 - Climate Change/SDG6/Sensing the Hydrogeomorphology and Palaeohydrologic Features of Mars Planet with Inference from the Egyptian Desert_ An Insight from Satellite Images.pdf,Sensing the Hydrogeomorphology and Palaeohydrologic Features of Mars Planet with Inference from the Egyptian Desert_ An Insight from Satellite Images.pdf,1 - Climate Change,SDG6
8890860ce793,8 - Novel Entities/SDG14/Air quality and radiative impacts of Arctic shipping emissions in the summertime in northern Norway_ from the local to the regional scale.pdf,Air quality and radiative impacts of Arctic shipping emissions in the summertime in northern Norway_ from the local to the regional scale.pdf,8 - Novel Entities,SDG14
34c285b79a38,2 - Ocean Acidification/No SDG/Diatoms Dominate and Alter Marine Food-Webs When CO2 Rises.pdf,Diatoms Dominate and Alter Marine Food-Webs When CO2 Rises.pdf,2 - Ocean Acidification,No SDG
b0037b877c97,1 - Climate Change/SDG13/The role of place in energy transitions_ Siting gas-fired power stations and the reproduction of high-carbon energy systems.pdf,The role of place in energy transitions_ Siting gas-fired power stations and the reproduction of high-carbon energy systems.pdf,1 - Climate Change,SDG13
75f9de0471f4,1 - Climate Change/No SDG/temp_batch/Vulnerability of forest resources to global climate change_ case study of Cameroon and Ghana.pdf,Vulnerability of forest resources to global climate change_ case study of Cameroon and Ghana.pdf,1 - Climate Change,No SDG
24567d387e5a,1 - Climate Change/No SDG/temp_batch/Soil salinization as a threat to the sustainability of deficit irrigation under present and expected climate change scenarios.pdf,Soil salinization as a threat to the sustainability of deficit irrigation under present and expected climate change scenarios.pdf,1 - Climate Change,No SDG
350950a0c141,"2 - Ocean Acidification/No SDG/Calcification, Storm Damage and Population Resilience of Tabular Corals under Climate Change.pdf","Calcification, Storm Damage and Population Resilience of Tabular Corals under Climate Change.pdf",2 - Ocean Acidification,No SDG
c3d62d715d2e,9 - Atmospheric Aerosol Loading/No SDG/temp_batch/TEM analysis of the internal structures and mineralogy of Asian dust particles and the implications for optical modeling.pdf,TEM analysis of the internal structures and mineralogy of Asian dust particles and the implications for optical modeling.pdf,9 - Atmospheric Aerosol Loading,No SDG
eb53b6b35c6a,1 - Climate Change/SDG15/Stakeholders’ Perceptions of the Linkage Between Reproductive Rights and Environmental Sustainability.pdf,Stakeholders’ Perceptions of the Linkage Between Reproductive Rights and Environmental Sustainability.pdf,1 - Climate Change,SDG15
0848386e9bd5,"5 - Global Freshwater Use/No SDG/CARBON-DISC 1.0 – A coupled, process-based model of global in-stream carbon biogeochemistry.pdf","CARBON-DISC 1.0 – A coupled, process-based model of global in-stream carbon biogeochemistry.pdf",5 - Global Freshwater Use,No SDG
1c252e464713,2 - Ocean Acidification/No SDG/temp_batch/Acidification diminishes diatom silica production in the Southern Ocean.pdf,Acidification diminishes diatom silica production in the Southern Ocean.pdf,2 - Ocean Acidification,No SDG
cbbc2419993c,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Climate Change Enhanced Carotenoid Pro-Vitamin A Levels of Selected Plantain Cultivars.pdf,Climate Change Enhanced Carotenoid Pro-Vitamin A Levels of Selected Plantain Cultivars.pdf,3 - Stratospheric Ozone Depletion,No SDG
4ab6f826b57a,2 - Ocean Acidification/No SDG/temp_batch/Acidification-vulnerable carbonate system of the East Sea (Japan Sea).pdf,Acidification-vulnerable carbonate system of the East Sea (Japan Sea).pdf,2 - Ocean Acidification,No SDG
28516957e66a,5 - Global Freshwater Use/No SDG/Transcriptome Analysis of Yamame (Oncorhynchus masou) in Normal Conditions after Heat Stress.pdf,Transcriptome Analysis of Yamame (Oncorhynchus masou) in Normal Conditions after Heat Stress.pdf,5 - Global Freshwater Use,No SDG
d15cd42a7c09,4 - Biogeochemical Flows/No SDG/Biogeochemical Consequences Of Rapid Microbial Turnover And Seasonal Succession In Soil.pdf,Biogeochemical Consequences Of Rapid Microbial Turnover And Seasonal Succession In Soil.pdf,4 - Biogeochemical Flows,No SDG
98879b48c68c,1 - Climate Change/No SDG/The poverty implications of climate-induced crop yield changes by 2030.pdf,The poverty implications of climate-induced crop yield changes by 2030.pdf,1 - Climate Change,No SDG
abd7125e8078,"1 - Climate Change/No SDG/temp_batch/Impacts of Coastal Inundation Due to Climate Change in a CLUSTER of Urban Coastal Communities in Ghana, West Africa.pdf","Impacts of Coastal Inundation Due to Climate Change in a CLUSTER of Urban Coastal Communities in Ghana, West Africa.pdf",1 - Climate Change,No SDG
b40d981435cb,5 - Global Freshwater Use/No SDG/Synergistic Effects of Thermal Stress and Estuarine Discharge on Transcriptomic Variation of Montastraea cavernosa Corals in Southeast Florida.pdf,Synergistic Effects of Thermal Stress and Estuarine Discharge on Transcriptomic Variation of Montastraea cavernosa Corals in Southeast Florida.pdf,5 - Global Freshwater Use,No SDG
df5eb5c855d5,9 - Atmospheric Aerosol Loading/No SDG/temp_batch/Recent trends in aerosol optical properties derived from AERONET measurements.pdf,Recent trends in aerosol optical properties derived from AERONET measurements.pdf,9 - Atmospheric Aerosol Loading,No SDG
395f0ebb23a1,1 - Climate Change/SDG12/A Comparative Analysis of Different Hydrogen Production Methods and Their Environmental Impact.pdf,A Comparative Analysis of Different Hydrogen Production Methods and Their Environmental Impact.pdf,1 - Climate Change,SDG12
a68b84dc64ea,8 - Novel Entities/SDG11/temp_batch/Impacts of condensable particulate matter on atmospheric organic aerosols and fine particulate matter (PM2.5) in China.pdf,Impacts of condensable particulate matter on atmospheric organic aerosols and fine particulate matter (PM2.5) in China.pdf,8 - Novel Entities,SDG11
a991f3288ab3,8 - Novel Entities/No SDG/Ecologically Sustainable Exploitation Rates—A multispecies approach for fisheries management.pdf,Ecologically Sustainable Exploitation Rates—A multispecies approach for fisheries management.pdf,8 - Novel Entities,No SDG
0d664a543d0d,5 - Global Freshwater Use/No SDG/temp_batch/Fecal source identification using random forest.pdf,Fecal source identification using random forest.pdf,5 - Global Freshwater Use,No SDG
e6fb1a77e879,1 - Climate Change/No SDG/temp_batch/Simulation of observed climate changes in 1850–2014 with climate model INM-CM5.pdf,Simulation of observed climate changes in 1850–2014 with climate model INM-CM5.pdf,1 - Climate Change,No SDG
f5838182bade,7 - Biosphere Integrity/No SDG/Will Simplified Modalities and Procedures Make More Small-Scale Forestry Projects Viable Under the Clean Development Mechanism_.pdf,Will Simplified Modalities and Procedures Make More Small-Scale Forestry Projects Viable Under the Clean Development Mechanism_.pdf,7 - Biosphere Integrity,No SDG
cd52981361a8,1 - Climate Change/SDG7/Exergetic Aspects of Hydrogen Energy Systems—The Case Study of a Fuel Cell Bus.pdf,Exergetic Aspects of Hydrogen Energy Systems—The Case Study of a Fuel Cell Bus.pdf,1 - Climate Change,SDG7
ac15b2a58e2a,8 - Novel Entities/No SDG/A Novel Computational Method to Identify_Analyze Hysteresis Loops of Hard Magnetic Materials.pdf,A Novel Computational Method to Identify_Analyze Hysteresis Loops of Hard Magnetic Materials.pdf,8 - Novel Entities,No SDG
0513814b9819,1 - Climate Change/SDG2/Is domestic agricultural production sufficient to meet national food nutrient needs in Brazil_.pdf,Is domestic agricultural production sufficient to meet national food nutrient needs in Brazil_.pdf,1 - Climate Change,SDG2
4e80afa29c41,"1 - Climate Change/SDG2/Agroecological Approach to Agricultural Sustainability, Food Sovereignty And Endogenous Circular Economy.pdf","Agroecological Approach to Agricultural Sustainability, Food Sovereignty And Endogenous Circular Economy.pdf",1 - Climate Change,SDG2
5feb128a7373,"3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Global HCFC-22 measurements with MIPAS_ retrieval, validation, global distribution and its evolution over 2005–2012.pdf","Global HCFC-22 measurements with MIPAS_ retrieval, validation, global distribution and its evolution over 2005–2012.pdf",3 - Stratospheric Ozone Depletion,No SDG
8c107912735d,6 - Land System Change/SDG7/NASA Proof-of-Concept 1-W Stirling Convertor Development for Small RPS.pdf,NASA Proof-of-Concept 1-W Stirling Convertor Development for Small RPS.pdf,6 - Land System Change,SDG7
445ba7c0cc21,6 - Land System Change/No SDG/temp_batch/Environmental Implications of Dynamic Policies on Food Consumption and Waste Handling in the European Union.pdf,Environmental Implications of Dynamic Policies on Food Consumption and Waste Handling in the European Union.pdf,6 - Land System Change,No SDG
931eafa9f070,"7 - Biosphere Integrity/No SDG/Hemerochronia, or, Take a Walk on the Wild Side of Time.pdf","Hemerochronia, or, Take a Walk on the Wild Side of Time.pdf",7 - Biosphere Integrity,No SDG
638bfe346374,6 - Land System Change/No SDG/temp_batch/Big interdisciplinarity to address climate change and agriculture_ Lessons from three USDA Coordinated Agricultural Projects.pdf,Big interdisciplinarity to address climate change and agriculture_ Lessons from three USDA Coordinated Agricultural Projects.pdf,6 - Land System Change,No SDG
d6b23ee3c095,"4 - Biogeochemical Flows/SDG14/Trans-Pacific dust events observed at Whistler, British Columbia during INTEX-B.pdf","Trans-Pacific dust events observed at Whistler, British Columbia during INTEX-B.pdf",4 - Biogeochemical Flows,SDG14
9513877e9d98,7 - Biosphere Integrity/No SDG/Recent development in food emulsion stabilized by plant-based cellulose nanoparticles.pdf,Recent development in food emulsion stabilized by plant-based cellulose nanoparticles.pdf,7 - Biosphere Integrity,No SDG
66e99b193c76,4 - Biogeochemical Flows/No SDG/temp_batch/Mineralogical transformations controlling acid mine drainage chemistry.pdf,Mineralogical transformations controlling acid mine drainage chemistry.pdf,4 - Biogeochemical Flows,No SDG
5271d0fb609e,2 - Ocean Acidification/No SDG/temp_batch/Response of the calcifying coccolithophore Emiliania huxleyi to low pH_high pCO2_ from physiology to molecular level.pdf,Response of the calcifying coccolithophore Emiliania huxleyi to low pH_high pCO2_ from physiology to molecular level.pdf,2 - Ocean Acidification,No SDG
7a387b500092,1 - Climate Change/SDG15/temp_batch/Analysis of biological and meteorological controls of evapotranspiration in pristine forests and a pasture site in Amazonia.pdf,Analysis of biological and meteorological controls of evapotranspiration in pristine forests and a pasture site in Amazonia.pdf,1 - Climate Change,SDG15
8f42fefd8861,6 - Land System Change/No SDG/Modelling dynamic effects of multi-scale institutions on land use change.pdf,Modelling dynamic effects of multi-scale institutions on land use change.pdf,6 - Land System Change,No SDG
94f8bab1add8,1 - Climate Change/No SDG/An Ocean-Colour Time Series for Use in Climate Studies_ The Experience of the Ocean-Colour Climate Change Initiative (OC-CCI).pdf,An Ocean-Colour Time Series for Use in Climate Studies_ The Experience of the Ocean-Colour Climate Change Initiative (OC-CCI).pdf,1 - Climate Change,No SDG
da09c322b4d6,1 - Climate Change/SDG4/Achieving a Common Future for all Through Sustainability-Conscious Legal Education and Research Methods.pdf,Achieving a Common Future for all Through Sustainability-Conscious Legal Education and Research Methods.pdf,1 - Climate Change,SDG4
0560a29b625c,"5 - Global Freshwater Use/SDG14/A mass conserving formalism for ice sheet, solid Earth and sea level interaction.pdf","A mass conserving formalism for ice sheet, solid Earth and sea level interaction.pdf",5 - Global Freshwater Use,SDG14
9c8ce1048e2a,"5 - Global Freshwater Use/No SDG/temp_batch/Global priorities for conserving the evolutionary history of sharks, rays and chimaeras.pdf","Global priorities for conserving the evolutionary history of sharks, rays and chimaeras.pdf",5 - Global Freshwater Use,No SDG
6fdd53cb60d7,1 - Climate Change/No SDG/Climate change going deep_ The effects of global climatic alterations on cave ecosystems.pdf,Climate change going deep_ The effects of global climatic alterations on cave ecosystems.pdf,1 - Climate Change,No SDG
e4e8710a550f,1 - Climate Change/No SDG/Decadal to multidecadal variability and the climate change background.pdf,Decadal to multidecadal variability and the climate change background.pdf,1 - Climate Change,No SDG
156530912c6c,1 - Climate Change/No SDG/Climate change amplifies the interactions between wind and bark beetle disturbances in forest landscapes.pdf,Climate change amplifies the interactions between wind and bark beetle disturbances in forest landscapes.pdf,1 - Climate Change,No SDG
2aab4db8566d,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Sensitivity of polar stratospheric cloud formation to changes in water vapour and temperature.pdf,Sensitivity of polar stratospheric cloud formation to changes in water vapour and temperature.pdf,3 - Stratospheric Ozone Depletion,No SDG
c0f9a706cfca,1 - Climate Change/SDG13/Changes in Global Blocking Character in Recent Decades.pdf,Changes in Global Blocking Character in Recent Decades.pdf,1 - Climate Change,SDG13
af35f689b4d8,"1 - Climate Change/SDG12/Sustainable Use of the Environment, Planetary Boundaries and Market Power.pdf","Sustainable Use of the Environment, Planetary Boundaries and Market Power.pdf",1 - Climate Change,SDG12
46f399da7d50,4 - Biogeochemical Flows/No SDG/Modified sediments and subsurface hydrology in natural and recreated salt marshes and implications for delivery of ecosystem services.pdf,Modified sediments and subsurface hydrology in natural and recreated salt marshes and implications for delivery of ecosystem services.pdf,4 - Biogeochemical Flows,No SDG
2453140f6b86,"1 - Climate Change/SDG11/Unexpected increase in the oxidation capacity of the urban atmosphere of Madrid, Spain.pdf","Unexpected increase in the oxidation capacity of the urban atmosphere of Madrid, Spain.pdf",1 - Climate Change,SDG11
11857f7cedb8,9 - Atmospheric Aerosol Loading/No SDG/Mineral dust cycle in the Multiscale Online Nonhydrostatic AtmospheRe CHemistry model (MONARCH) Version 2.0.pdf,Mineral dust cycle in the Multiscale Online Nonhydrostatic AtmospheRe CHemistry model (MONARCH) Version 2.0.pdf,9 - Atmospheric Aerosol Loading,No SDG
4f1e0e6a2175,1 - Climate Change/SDG11/temp_batch/Climatic and socioeconomic effects on land cover changes across Europe_ Does protected area designation matter_.pdf,Climatic and socioeconomic effects on land cover changes across Europe_ Does protected area designation matter_.pdf,1 - Climate Change,SDG11
e9b33aee60ca,9 - Atmospheric Aerosol Loading/No SDG/Real-time secondary aerosol formation during a fog event in London.pdf,Real-time secondary aerosol formation during a fog event in London.pdf,9 - Atmospheric Aerosol Loading,No SDG
1fde4375c7a6,7 - Biosphere Integrity/No SDG/The decision maker’s lament_ If I only had some science!.pdf,The decision maker’s lament_ If I only had some science!.pdf,7 - Biosphere Integrity,No SDG
ef784b27c157,2 - Ocean Acidification/No SDG/temp_batch/Shifting the Balance_ Engaging Students in Using a Modeling Tool to Learn about Ocean Acidification.pdf,Shifting the Balance_ Engaging Students in Using a Modeling Tool to Learn about Ocean Acidification.pdf,2 - Ocean Acidification,No SDG
4857376d0948,3 - Stratospheric Ozone Depletion/SDG14/成層圏極渦の再検討：渦崩壊の新しい診断法.pdf,成層圏極渦の再検討：渦崩壊の新しい診断法.pdf,3 - Stratospheric Ozone Depletion,SDG14
ceab360c5a7c,6 - Land System Change/SDG12/An Integrated Approach to Life Cycle Analysis.pdf,An Integrated Approach to Life Cycle Analysis.pdf,6 - Land System Change,SDG12
b73b8dabd54d,2 - Ocean Acidification/No SDG/temp_batch/In vivo pH measurement at the site of calcification in an octocoral.pdf,In vivo pH measurement at the site of calcification in an octocoral.pdf,2 - Ocean Acidification,No SDG
f37a4af134aa,8 - Novel Entities/SDG14/Measurement report_ Observations of ground-level ozone concentration gradients perpendicular to the Lake Ontario shoreline.pdf,Measurement report_ Observations of ground-level ozone concentration gradients perpendicular to the Lake Ontario shoreline.pdf,8 - Novel Entities,SDG14
762839279b93,1 - Climate Change/SDG14/temp_batch/Some aspects of the work of V.W. Ekman.pdf,Some aspects of the work of V.W. Ekman.pdf,1 - Climate Change,SDG14
f08bd43e7a3b,6 - Land System Change/SDG13/temp_batch/Configuration and hindcast quality assessment of a Brazilian global sub‐seasonal prediction system.pdf,Configuration and hindcast quality assessment of a Brazilian global sub‐seasonal prediction system.pdf,6 - Land System Change,SDG13
1a3188ae2af4,1 - Climate Change/SDG15/temp_batch/Andean orogeny and the diversification of lowland neotropical rain forest trees_ A case study in Sapotaceae.pdf,Andean orogeny and the diversification of lowland neotropical rain forest trees_ A case study in Sapotaceae.pdf,1 - Climate Change,SDG15
a1dae4efa059,1 - Climate Change/SDG14/Canadian Biomass Burning Aerosol Properties Modification during a Long-Ranged Event on August 2018.pdf,Canadian Biomass Burning Aerosol Properties Modification during a Long-Ranged Event on August 2018.pdf,1 - Climate Change,SDG14
911b65a13b78,"4 - Biogeochemical Flows/No SDG/Stratigraphy and geochronology of the Tambien Group, Ethiopia_ Evidence for globally synchronous carbon isotope change in the Neoproterozoic.pdf","Stratigraphy and geochronology of the Tambien Group, Ethiopia_ Evidence for globally synchronous carbon isotope change in the Neoproterozoic.pdf",4 - Biogeochemical Flows,No SDG
074b26e75e68,8 - Novel Entities/No SDG/Neuroprotection by adenosine in the brain_ From A1 receptor activation to A2A receptor blockade.pdf,Neuroprotection by adenosine in the brain_ From A1 receptor activation to A2A receptor blockade.pdf,8 - Novel Entities,No SDG
97b6e64b3cb4,"1 - Climate Change/No SDG/Climate change on Twitter_ Content, media ecology and information sharing behaviour.pdf","Climate change on Twitter_ Content, media ecology and information sharing behaviour.pdf",1 - Climate Change,No SDG
dc961a845f8c,2 - Ocean Acidification/No SDG/Impacts of the combined exposure to seawater acidification and arsenic on the proteome of Crassostrea angulata and Crassostrea gigas.pdf,Impacts of the combined exposure to seawater acidification and arsenic on the proteome of Crassostrea angulata and Crassostrea gigas.pdf,2 - Ocean Acidification,No SDG
c517a329f20e,2 - Ocean Acidification/No SDG/Future phytoplankton diversity in a changing climate.pdf,Future phytoplankton diversity in a changing climate.pdf,2 - Ocean Acidification,No SDG
d2dd826f158b,8 - Novel Entities/No SDG/The structure and dynamics of cocitation clusters_ A multiple‐perspective cocitation analysis.pdf,The structure and dynamics of cocitation clusters_ A multiple‐perspective cocitation analysis.pdf,8 - Novel Entities,No SDG
9ce5d4af6db8,6 - Land System Change/SDG11/Grave and Nave.pdf,Grave and Nave.pdf,6 - Land System Change,SDG11
9f08ad033072,1 - Climate Change/SDG6/The Continent Without a Cryohistory_.pdf,The Continent Without a Cryohistory_.pdf,1 - Climate Change,SDG6
619e76628ca0,1 - Climate Change/No SDG/What Triggers Climate Action_ The Impact of a Climate Change Education Program on Students’ Climate Literacy and Their Willingness to Act.pdf,What Triggers Climate Action_ The Impact of a Climate Change Education Program on Students’ Climate Literacy and Their Willingness to Act.pdf,1 - Climate Change,No SDG
18de24894124,4 - Biogeochemical Flows/No SDG/A novel denitrifying methanotroph of the NC10 phylum and its microcolony.pdf,A novel denitrifying methanotroph of the NC10 phylum and its microcolony.pdf,4 - Biogeochemical Flows,No SDG
e7ae3f1167e1,3 - Stratospheric Ozone Depletion/SDG14/Modeling the transport of very short-lived substances into the tropical upper troposphere and lower stratosphere.pdf,Modeling the transport of very short-lived substances into the tropical upper troposphere and lower stratosphere.pdf,3 - Stratospheric Ozone Depletion,SDG14
7349e656c343,6 - Land System Change/No SDG/Comparative changes in density and demography of large herbivores in the Masai Mara Reserve and its surrounding human-dominated pastoral ranches in Kenya.pdf,Comparative changes in density and demography of large herbivores in the Masai Mara Reserve and its surrounding human-dominated pastoral ranches in Kenya.pdf,6 - Land System Change,No SDG
85d99eb80433,1 - Climate Change/SDG9/temp_batch/On a Novel Approach to Correcting Temperature Dependencies in Magnetic Observatory Data.pdf,On a Novel Approach to Correcting Temperature Dependencies in Magnetic Observatory Data.pdf,1 - Climate Change,SDG9
789ec0a6f25e,6 - Land System Change/SDG13/GEFSv12 Reforecast Dataset for Supporting Subseasonal and Hydrometeorological Applications.pdf,GEFSv12 Reforecast Dataset for Supporting Subseasonal and Hydrometeorological Applications.pdf,6 - Land System Change,SDG13
3204e5243568,6 - Land System Change/No SDG/temp_batch/Enhanced trends in spectral greening and climate anomalies across Europe.pdf,Enhanced trends in spectral greening and climate anomalies across Europe.pdf,6 - Land System Change,No SDG
359bfa1f71d8,5 - Global Freshwater Use/No SDG/temp_batch/The one that did not get away_ individual assignment using microsatellite data detects a case of fishing competition fraud.pdf,The one that did not get away_ individual assignment using microsatellite data detects a case of fishing competition fraud.pdf,5 - Global Freshwater Use,No SDG
48a79114aa57,6 - Land System Change/No SDG/Integration of Abandoned Lands in Sustainable Agriculture_ The Case of Terraced Landscape Re-Cultivation in Mediterranean Island Conditions.pdf,Integration of Abandoned Lands in Sustainable Agriculture_ The Case of Terraced Landscape Re-Cultivation in Mediterranean Island Conditions.pdf,6 - Land System Change,No SDG
5dfb9e7675bc,5 - Global Freshwater Use/No SDG/Phosphate Transport and Homeostasis in Arabidopsis.pdf,Phosphate Transport and Homeostasis in Arabidopsis.pdf,5 - Global Freshwater Use,No SDG
c77cf49ed612,4 - Biogeochemical Flows/No SDG/temp_batch/Dominance of sulfur-fueled iron oxide reduction in low-sulfate freshwater sediments.pdf,Dominance of sulfur-fueled iron oxide reduction in low-sulfate freshwater sediments.pdf,4 - Biogeochemical Flows,No SDG
860124f2c650,8 - Novel Entities/SDG7/Global Insights on Future Trends of Hybrid_EV Driveline Lubrication and Thermal Management.pdf,Global Insights on Future Trends of Hybrid_EV Driveline Lubrication and Thermal Management.pdf,8 - Novel Entities,SDG7
a3dc232141e7,3 - Stratospheric Ozone Depletion/No SDG/International Governance of Climate Engineering.pdf,International Governance of Climate Engineering.pdf,3 - Stratospheric Ozone Depletion,No SDG
7496378bdbd8,9 - Atmospheric Aerosol Loading/No SDG/temp_batch/Observations of sesquiterpenes and their oxidation products in central Amazonia during the wet and dry seasons.pdf,Observations of sesquiterpenes and their oxidation products in central Amazonia during the wet and dry seasons.pdf,9 - Atmospheric Aerosol Loading,No SDG
eb53b668958b,3 - Stratospheric Ozone Depletion/No SDG/Southern Ocean Decadal Variability and Predictability.pdf,Southern Ocean Decadal Variability and Predictability.pdf,3 - Stratospheric Ozone Depletion,No SDG
2654114a5cbb,6 - Land System Change/SDG2/Co-design of Adaptable Learning Outcomes for Sustainable Food Systems Undergraduate Education.pdf,Co-design of Adaptable Learning Outcomes for Sustainable Food Systems Undergraduate Education.pdf,6 - Land System Change,SDG2
8b0d714165e9,6 - Land System Change/No SDG/Landscape diversity and the resilience of agricultural returns_ a portfolio analysis of land-use patterns and economic returns from lowland agriculture.pdf,Landscape diversity and the resilience of agricultural returns_ a portfolio analysis of land-use patterns and economic returns from lowland agriculture.pdf,6 - Land System Change,No SDG
00916a569b09,2 - Ocean Acidification/No SDG/Can community-based adaptation increase resilience_.pdf,Can community-based adaptation increase resilience_.pdf,2 - Ocean Acidification,No SDG
db684d73962e,1 - Climate Change/No SDG/Public health vulnerability to climate change in Brazil.pdf,Public health vulnerability to climate change in Brazil.pdf,1 - Climate Change,No SDG
95f25c44db73,6 - Land System Change/No SDG/Regional evaluation of evapotranspiration in the Everglades.pdf,Regional evaluation of evapotranspiration in the Everglades.pdf,6 - Land System Change,No SDG
2aef599eccda,8 - Novel Entities/No SDG/Anchor Free IP Mobility.pdf,Anchor Free IP Mobility.pdf,8 - Novel Entities,No SDG
81fbb032d507,1 - Climate Change/SDG6/A case study of field-scale maize irrigation patterns in western Nebraska_ implications for water managers and recommendations for hyper-resolution land surface modeling.pdf,A case study of field-scale maize irrigation patterns in western Nebraska_ implications for water managers and recommendations for hyper-resolution land surface modeling.pdf,1 - Climate Change,SDG6
58c808c7bef6,9 - Atmospheric Aerosol Loading/No SDG/Ultraviolet Imaging with Low Cost Smartphone Sensors_ Development and Application of a Raspberry Pi-Based UV Camera.pdf,Ultraviolet Imaging with Low Cost Smartphone Sensors_ Development and Application of a Raspberry Pi-Based UV Camera.pdf,9 - Atmospheric Aerosol Loading,No SDG
fde3f7c5380b,1 - Climate Change/SDG11/temp_batch/Using Sea Level Rise Projections for Urban Planning in Australia.pdf,Using Sea Level Rise Projections for Urban Planning in Australia.pdf,1 - Climate Change,SDG11
ad4b2caca0f6,1 - Climate Change/No SDG/Beyond Forcing Scenarios_ Predicting Climate Change through Response Operators in a Coupled General Circulation Model.pdf,Beyond Forcing Scenarios_ Predicting Climate Change through Response Operators in a Coupled General Circulation Model.pdf,1 - Climate Change,No SDG
717132b27229,7 - Biosphere Integrity/No SDG/Vegetated Ditch Habitats Provide Net Nitrogen Sink and Phosphorus Storage Capacity in Agricultural Drainage Networks Despite Senescent Plant Leaching.pdf,Vegetated Ditch Habitats Provide Net Nitrogen Sink and Phosphorus Storage Capacity in Agricultural Drainage Networks Despite Senescent Plant Leaching.pdf,7 - Biosphere Integrity,No SDG
0bb458cfb6ee,"6 - Land System Change/No SDG/Sustainable Measures for Mitigation of Flooding Hazards_ A Case Study in Shanghai, China.pdf","Sustainable Measures for Mitigation of Flooding Hazards_ A Case Study in Shanghai, China.pdf",6 - Land System Change,No SDG
38ccd694fb55,"9 - Atmospheric Aerosol Loading/SDG14/Optical properties of different aerosol types_ seven years of combined Raman-elastic backscatter lidar measurements in Thessaloniki, Greece.pdf","Optical properties of different aerosol types_ seven years of combined Raman-elastic backscatter lidar measurements in Thessaloniki, Greece.pdf",9 - Atmospheric Aerosol Loading,SDG14
